"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"1184",1577,"2","Steak",1,0,36,"Male","Warrick","IN15","Warrick, IN",1989,0,3,2,7,4,1,2,5,6,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Bottled water","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Cheese + Romaine lettuce","No premium toppings","Democrat",356
"1185",1578,"2","Chicken",1,1,32,"Male","San Diego","CA05","San Diego, CA",1993,0,1,1,7,4,1,2,2,2,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Mexican Sprite","Learning how many color options to provide across different products","4-year college graduate","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Tomatillo red chili salsa + Fajita veggies","Queso blanco","Independent",396
"1186",1579,"3","Chicken",1,1,35,"Male","Austin","TX44","Austin, TX",1990,5,2,1,3,5,3,2,3,5,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Mexican Sprite","Learning how many color options to provide across different products","More than 4-year college degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Tomatillo green chili salsa + Sour cream + Cheese","Guacamole","Republican",440
"1187",1580,"3","Chicken",1,1,56,"Female","Fresno","CA05","Fresno, CA",1969,5,2,1,7,5,1,2,5,4,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","No beverage","Learning how color preference relates to food preference","More than 4-year college degree","Black/African American",1,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Cheese + Romaine lettuce","Queso blanco","Democrat",290
"1188",1581,"1","Chicken",1,1,44,"Female","Essex","MA22","Essex, MA",1981,0,4,4,7,4,1,2,6,4,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","No beverage","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Southeast Asian",1,"Soft flour tortillas",FALSE,TRUE,"Sour cream + Cheese","No premium toppings","Independent",272
"1189",1582,"1","Beef barbacoa",1,0,35,"Female",NA,"AL01",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences",NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Sour cream + Cheese","No premium toppings",NA,NA
"1190",1583,"3","Chicken",1,1,27,NA,"Allen","IN15","Allen, IN",1998,0,3,3,7,5,1,3,6,1,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Fountain drink","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Black beans + Cheese + Romaine lettuce","No premium toppings","Democrat",546
"1191",1585,"2","Veggies (includes guacamole)",0,0,41,"Female","Lancaster","PA39","Lancaster, PA",1984,1,4,1,3,4,1,1,7,4,NA,7,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Fountain drink","Learning how t-shirt size is related to beverage preference","Some college or 2-year degree","Caucasian",7,"Soft flour tortillas",FALSE,FALSE,"White rice","Guacamole","Democrat",589
"1192",1586,"1","Veggies (includes guacamole)",0,0,29,"Female","Santa Clara","CA05","Santa Clara, CA",1996,0,1,1,7,1,5,1,6,4,NA,7,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Bottled water","Learning how many color options to provide across different products","4-year college graduate","East Asian",7,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Black beans + Pinto beans + Cheese + Romaine lettuce","No premium toppings","Prefer not to answer",773
"1193",1587,"1","Beef barbacoa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","No beverage",NA,NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Sour cream + Cheese","Guacamole",NA,NA
"1194",1589,"1","Veggies (includes guacamole)",0,0,42,"Female","Kalamazoo","MI23","Kalamazoo, MI",1983,0,1,1,7,1,3,3,2,1,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Organic berry agua fresca","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,FALSE,"Brown rice + Black beans + Roasted chili corn salsa + Romaine lettuce","No premium toppings","Independent",272
"1195",1590,"1","Steak",1,0,46,"Male","Delaware","IN15","Delaware, IN",1979,1,3,3,7,3,1,1,6,1,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"Black beans + Roasted chili corn salsa + Sour cream + Fajita veggies + Cheese","Queso blanco","Independent",509
"1196",1592,"2","Beef barbacoa",1,0,42,"Female","Suffolk","MA22","Suffolk, MA",1983,2,3,1,7,4,1,2,4,6,NA,3,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic lemonade","Learning how color preference relates to food preference","Some college or 2-year degree","Black/African American",3,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Fajita veggies + Cheese","Queso blanco","Democrat",279
"1197",1593,"3","Steak",1,0,40,"Male","Bradley","TN43","Bradley, TN",1985,12,6,4,7,5,4,6,6,4,NA,2,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Organic lemonade","Learning whether older people are more likely to select high calorie toppings","Some college or 2-year degree","Black/African American",2,"Soft flour tortillas",FALSE,FALSE,"White rice + Brown rice + Black beans + Fresh tomato salsa + Cheese","Guacamole","Democrat",413
"1198",1594,"3","Veggies (includes guacamole)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","No beverage",NA,NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Fajita veggies + Cheese","Guacamole",NA,NA
"1199",1596,"2","Chicken",1,1,43,"Male","Broome","NY33","Broome, NY",1982,2,2,2,7,1,1,2,2,3,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","No beverage","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Pinto beans + Fresh tomato salsa + Fajita veggies + Cheese","Guacamole","Independent",685
"1200",1598,"2","Carnitas",1,0,53,"Male","Pinal","AZ03","Pinal, AZ",1972,0,2,3,7,3,1,1,4,3,NA,4,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Blackberry Izze","Learning how many color options to provide across different products","High school or GED","Caucasian",NA,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Tomatillo green chili salsa + Sour cream + Cheese","Guacamole","Independent",NA
"1201",1599,"2","Veggies (includes guacamole)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","San Pellegrino sparkling",NA,NA,NA,NA,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Tomatillo green chili salsa + Fajita veggies","Guacamole",NA,NA
"1202",1602,"1","Veggies (includes guacamole)",0,0,38,"Female","Middlesex","MA22","Middlesex, MA",1987,0,2,1,7,1,2,2,6,6,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Organic mandarin agua fresca","Learning how color preference relates to food preference","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Fajita veggies + Cheese","No premium toppings","Democrat",382
"1203",1610,"2","Beef barbacoa",1,0,55,"Female","Brown","WI50","Brown, WI",1970,4,2,4,3,4,3,3,3,3,NA,3,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",NA,"Soft flour tortillas",FALSE,FALSE,"White rice + Cheese","Guacamole","Republican",NA
"1204",1612,"1","Steak",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Tractor organic lemonade",NA,NA,NA,NA,"Soft flour tortillas",FALSE,FALSE,"Roasted chili corn salsa + Cheese","No premium toppings",NA,NA
"1205",1613,"1","Beef barbacoa",1,0,30,"Male","Manatee","FL10","Manatee, FL",1995,1,1,1,7,2,1,3,5,1,NA,3,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Mexican Coca-Cola","Learning how plant-based protein options affect the foods people choose","Some college or 2-year degree","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"Tomatillo red chili salsa + Cheese + Romaine lettuce","Queso blanco","Democrat",264
"1206",1614,"3","Chicken",1,1,41,"Female","Santa Fe","NM32","Santa Fe, NM",1984,0,2,1,7,2,1,2,4,3,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","No beverage","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Pinto beans + Fresh tomato salsa + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Democrat",273
"1207",1615,"3","Steak",1,0,52,"Female","Butte","CA05","Butte, CA",1973,0,6,4,3,3,1,1,3,3,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Fountain drink","Learning how color preference relates to food preference","4-year college graduate","Caucasian",2,"Crispy corn tortillas",FALSE,FALSE,"Roasted chili corn salsa + Cheese + Romaine lettuce","Guacamole","Independent",242
"1208",1619,"2","Veggies (includes guacamole)",0,0,58,"Male","Richmond","NY33","Richmond, NY",1967,13,1,1,3,1,4,1,1,1,NA,7,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Bottled water","Learning how many color options to provide across different products","4-year college graduate","Black/African American",7,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa","Queso blanco","Democrat",627
"1209",1620,"2","Steak",1,0,58,"Male","Jackson","MO26","Jackson, MO",1967,0,1,5,7,1,1,1,1,6,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Bottled water","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Sour cream + Romaine lettuce","No premium toppings","Democrat",342
"1210",1621,"2","Beef barbacoa",1,0,39,"Female","Alameda","CA05","Alameda, CA",1986,0,3,3,3,4,2,3,4,7,NA,3,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","No beverage","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","East Asian",3,"No tortillas",FALSE,TRUE,"Pinto beans + Tomatillo green chili salsa + Tomatillo red chili salsa + Sour cream + Cheese","No premium toppings","Democrat",185
"1211",1622,"2","Steak",1,0,24,NA,NA,"AL01",NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences",NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"White rice + Pinto beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole",NA,NA
"1212",1624,"2","Steak",1,0,41,"Female",NA,"AL01",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Fountain drink","Learning how solid color options affect the shirts people choose",NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"White rice + Brown rice + Roasted chili corn salsa + Sour cream + Cheese","Guacamole",NA,NA
"1213",1632,"1","Chicken",1,1,40,"Female",NA,"CA05",NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","No beverage","Learning how many color options to provide across different products",NA,NA,NA,"Soft flour tortillas",FALSE,FALSE,"White rice + Black beans + Tomatillo red chili salsa + Cheese + Romaine lettuce","Guacamole",NA,NA
"1214",1635,"2","Chicken",1,1,75,"Female","Blount","TN43","Blount, TN",1950,0,2,3,7,3,1,1,4,3,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Organic watermelon limeade","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",NA,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole","Republican",NA
"1215",1636,"2","Steak",1,0,33,"Female","Durham","NC34","Durham, NC",1992,0,1,3,7,1,2,2,6,3,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic berry agua fresca","Learning how color preference relates to food preference","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Fajita veggies","Guacamole","Democrat",223
"1216",1638,"2","Chicken",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Fountain drink",NA,NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco",NA,NA
"1217",1641,"3","Chicken",1,1,23,"Male","Guadalupe","NM32","Guadalupe, NM",2002,6,5,5,7,3,1,3,7,5,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Mexican Coca-Cola","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Independent",511
"1218",1647,"2","Steak",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Organic berry agua fresca",NA,NA,NA,NA,"Soft flour tortillas",FALSE,TRUE,"Tomatillo red chili salsa + Sour cream + Cheese","Guacamole",NA,NA
"1219",1648,"1","Beef barbacoa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Mexican Coca-Cola",NA,NA,NA,NA,"Crispy corn tortillas",FALSE,TRUE,"White rice + Pinto beans + Roasted chili corn salsa + Cheese + Romaine lettuce","Queso blanco",NA,NA
"1220",1653,"1","Chicken",1,1,23,"Male","Cobb","GA11","Cobb, GA",2002,10,3,4,3,4,1,2,5,2,NA,1,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Independent",295
"1221",1655,"3","Veggies (includes guacamole)",0,0,54,"Female","Bienville","LA19","Bienville, LA",1971,5,3,3,7,2,2,2,2,2,NA,7,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Bottled water","Learning how fine-point pen options affect the type of paper people choose","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Fresh tomato salsa + Roasted chili corn salsa + Tomatillo green chili salsa + Fajita veggies","No premium toppings","Republican",972
